,機構代碼,權屬別,機構縣市,機構名稱,機構地址,身心障礙牙科特別門診,身心障礙鑑定醫院,急救責任醫院,24小時急診服務,院區,型態別,機構電話,負責人,身心障礙牙科門診掛號電話,女性整合門診,急診電話,設置科別,病床設施,西醫師,中醫師,牙醫師,藥師,藥劑師,護產人員,職能治療師,職能治療生,醫事檢驗師,醫事檢驗生,物理治療師,物理治療生,醫事放射師,醫事放射生,諮商心理師,臨床心理師,語言治療師,聽力師,呼吸治療師,營養師,特約醫院,全年門診人次,全年住院人次,全年急診人次,平均住院日,醫院評鑑結果,教學醫院評鑑結果,醫院評鑑改善事項數,已改善及改善中項數,改善率
10,117030010.0,部立及直轄市立醫院,臺中市,衛生福利部臺中醫院,臺中市西區廣民里三民路1段199號,是,是,是,是,本院,綜合醫院,04-22294411,侯承伯,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 核子醫學科, 急診醫學科, 整形外科, 西醫一般科, 牙醫一般科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '358'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '40'}, {'項次': '3', '病床名稱': '精神慢性一般病床', '病床數': '50'}, {'項次': '4', '病床名稱': '負壓隔離病床', '病床數': '0'}, {'項次': '5', '病床名稱': '加護病床', '病床數': '26'}, {'項次': '6', '病床名稱': '急診觀察床', '病床數': '6'}, {'項次': '7', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '8', '病床名稱': '嬰兒病床', '病床數': '7'}, {'項次': '9', '病床名稱': '手術恢復床', '病床數': '4'}, {'項次': '10', '病床名稱': '嬰兒床', '病床數': '15'}, {'項次': '11', '病床名稱': '血液透析床', '病床數': '36'}, {'項次': '12', '病床名稱': '安寧病床', '病床數': '10'}, {'項次': '13', '病床名稱': '亞急性呼吸照護病床', '病床數': '6'}, {'項次': '14', '病床名稱': '慢性呼吸照護病床', '病床數': '30'}, {'項次': '15', '病床名稱': '燒傷加護病床', '病床數': '4'}, {'項次': '16', '病床名稱': '手術台', '病床數': '8'}, {'項次': '17', '病床名稱': '產台', '病床數': '2'}, {'項次': '18', '病床名稱': '精神科日間照護', '病床數': '60'}, {'項次': '19', '病床名稱': '(門診)診療室', '病床數': '63'}, {'項次': '20', '病床名稱': '急性後期照護病床', '病床數': '42'}",116,9,3,38,0,423,11,0,45,0,15,2,34,0,0,6,2,1,5,8,區域醫院,418145.0,13124.0,26132.0,10.0,醫院評鑑優等（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,0,0,--%
11,117030010.0,部立及直轄市立醫院,臺中市,衛生福利部臺中醫院,臺中市西區廣民里三民路1段199號,是,是,是,是,不活動病歷存放地點,綜合醫院,04-22294411,侯承伯,否,是,否,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
12,136010010.0,部立及直轄市立醫院,臺中市,衛生福利部豐原醫院,臺中市豐原區安康路１００號,是,是,是,是,本院,綜合醫院,04-25271180,賴慧貞,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 核子醫學科, 急診醫學科, 西醫一般科, 牙醫一般科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '430'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '30'}, {'項次': '3', '病床名稱': '慢性一般病床', '病床數': '45'}, {'項次': '4', '病床名稱': '加護病床', '病床數': '53'}, {'項次': '5', '病床名稱': '急診觀察床', '病床數': '20'}, {'項次': '6', '病床名稱': '其它觀察病床', '病床數': '2'}, {'項次': '7', '病床名稱': '嬰兒病床', '病床數': '7'}, {'項次': '8', '病床名稱': '手術恢復床', '病床數': '6'}, {'項次': '9', '病床名稱': '嬰兒床', '病床數': '8'}, {'項次': '10', '病床名稱': '血液透析床', '病床數': '65'}, {'項次': '11', '病床名稱': '安寧病床', '病床數': '6'}, {'項次': '12', '病床名稱': '亞急性呼吸照護病床', '病床數': '9'}, {'項次': '13', '病床名稱': '慢性呼吸照護病床', '病床數': '40'}, {'項次': '14', '病床名稱': '手術台', '病床數': '9'}, {'項次': '15', '病床名稱': '產台', '病床數': '2'}, {'項次': '16', '病床名稱': '精神科日間照護', '病床數': '100'}, {'項次': '17', '病床名稱': '(門診)診療室', '病床數': '32'}, {'項次': '18', '病床名稱': '牙醫治療台', '病床數': '10'}",102,4,10,30,0,602,13,0,34,0,16,3,31,0,1,3,4,2,6,8,,,,,,,,,,
13,517050010.0,軍方醫院(民眾診療),臺中市,國軍臺中總醫院中清分院附設民眾診療服務處,臺中市北區忠明路500號,是,是,是,是,本院,綜合醫院,04 22037320,易志成,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 骨科, 神經外科, 泌尿科, 耳鼻喉科, 精神科, 復健科, 麻醉科, 放射診斷科, 急診醫學科, 牙醫一般科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '60'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '50'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '6'}, {'項次': '4', '病床名稱': '急診觀察床', '病床數': '4'}, {'項次': '5', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '6', '病床名稱': '血液透析床', '病床數': '15'}, {'項次': '7', '病床名稱': '手術台', '病床數': '3'}, {'項次': '8', '病床名稱': '(門診)診療室', '病床數': '15'}, {'項次': '9', '病床名稱': '牙醫治療台', '病床數': '3'}",20,2,2,8,0,80,2,0,8,0,5,0,5,0,0,1,1,0,0,1,地區醫院,116702.0,1429.0,4489.0,20.0,醫院評鑑合格（地區醫院）,,,,-%
14,536190011.0,軍方醫院(民眾診療),臺中市,國軍臺中總醫院附設民眾診療服務處,臺中市太平區中山路二段３４８號,否,是,是,是,本院,綜合醫院,04-23934191,周英樑,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 核子醫學科, 急診醫學科, 整形外科, 牙醫一般科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '299'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '104'}, {'項次': '3', '病床名稱': '負壓隔離病床', '病床數': '4'}, {'項次': '4', '病床名稱': '加護病床', '病床數': '26'}, {'項次': '5', '病床名稱': '燒傷病床', '病床數': '0'}, {'項次': '6', '病床名稱': '急診觀察床', '病床數': '18'}, {'項次': '7', '病床名稱': '嬰兒病床', '病床數': '3'}, {'項次': '8', '病床名稱': '手術恢復床', '病床數': '5'}, {'項次': '9', '病床名稱': '嬰兒床', '病床數': '3'}, {'項次': '10', '病床名稱': '血液透析床', '病床數': '26'}, {'項次': '11', '病床名稱': '手術台', '病床數': '8'}, {'項次': '12', '病床名稱': '產台', '病床數': '1'}, {'項次': '13', '病床名稱': '(門診)診療室', '病床數': '34'}, {'項次': '14', '病床名稱': '牙醫治療台', '病床數': '10'}",87,2,8,33,0,331,5,0,36,0,5,2,24,0,0,4,2,1,2,5,區域醫院,265102.0,9018.0,19771.0,9.0,醫院評鑑優等（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,-,-,-%
15,1303180011.0,私立醫學院、校附設醫院,臺中市,亞洲大學附屬醫院,臺中市霧峰區福新路222號,否,是,是,是,本院,綜合醫院,04-37061668,許永信,否,否,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 核子醫學科, 急診醫學科, 整形外科, 牙醫一般科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '350'}, {'項次': '2', '病床名稱': '加護病床', '病床數': '40'}, {'項次': '3', '病床名稱': '急診觀察床', '病床數': '10'}, {'項次': '4', '病床名稱': '嬰兒病床', '病床數': '6'}, {'項次': '5', '病床名稱': '手術恢復床', '病床數': '6'}, {'項次': '6', '病床名稱': '嬰兒床', '病床數': '9'}, {'項次': '7', '病床名稱': '血液透析床', '病床數': '30'}, {'項次': '8', '病床名稱': '手術台', '病床數': '11'}, {'項次': '9', '病床名稱': '產台', '病床數': '3'}, {'項次': '10', '病床名稱': '(門診)診療室', '病床數': '46'}, {'項次': '11', '病床名稱': '牙醫治療台', '病床數': '4'}",104,5,1,37,0,482,10,0,34,0,15,0,37,0,0,7,3,3,5,6,,,,,,,,,,
16,1303260014.0,私立醫學院、校附設醫院,臺中市,中國醫藥大學兒童醫院,臺中市北區學士路95號(1樓至7樓)、學士路2號(1樓部分空間)、育德路1號(8樓部分空間),是,否,否,是,本院,綜合醫院,04-22052121,王志堯,否,否,否,"外科, 兒科, 骨科, 泌尿科, 眼科, 精神科, 復健科, 麻醉科, 放射診斷科, 解剖病理科, 急診醫學科, 兒童牙科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '120'}, {'項次': '2', '病床名稱': '加護病床', '病床數': '38'}, {'項次': '3', '病床名稱': '急診觀察床', '病床數': '10'}, {'項次': '4', '病床名稱': '嬰兒病床', '病床數': '58'}, {'項次': '5', '病床名稱': '嬰兒床', '病床數': '30'}, {'項次': '6', '病床名稱': '(門診)診療室', '病床數': '16'}",71,0,1,15,0,252,3,0,10,0,1,0,6,0,1,9,1,1,4,3,,,,,,,,,,
17,1317020519.0,私立醫學院、校附設醫院,臺中市,中國醫藥大學附設醫院台中東區分院,臺中市東區自由路三段296號,否,否,否,否,本院,醫院,04-22121058,吳恩瑄,否,是,否,"家庭醫學科, 內科, 復健科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '46'}, {'項次': '2', '病床名稱': '血液透析床', '病床數': '24'}, {'項次': '3', '病床名稱': '慢性呼吸照護病床', '病床數': '20'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '12'}",8,3,0,7,0,58,5,0,4,0,8,1,2,0,0,0,2,0,2,1,,,,,,,,,,
18,1317040011.0,私立醫學院、校附設醫院,臺中市,中山醫學大學附設醫院,臺中市南區建國北路一段一一○號,是,是,是,是,本院,綜合醫院,04 24739595,蔡明哲,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 臨床病理科, 核子醫學科, 急診醫學科, 整形外科, 職業醫學科, 西醫一般科, 牙醫一般科, 家庭牙醫科, 牙體復形科, 牙髓病科, 牙周病科, 齒顎矯正科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '792'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '34'}, {'項次': '3', '病床名稱': '慢性一般病床', '病床數': '0'}, {'項次': '4', '病床名稱': '正壓隔離病床', '病床數': '2'}, {'項次': '5', '病床名稱': '負壓隔離病床', '病床數': '11'}, {'項次': '6', '病床名稱': '加護病床', '病床數': '107'}, {'項次': '7', '病床名稱': '燒傷病床', '病床數': '0'}, {'項次': '8', '病床名稱': '急診觀察床', '病床數': '36'}, {'項次': '9', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '10', '病床名稱': '嬰兒病床', '病床數': '30'}, {'項次': '11', '病床名稱': '手術恢復床', '病床數': '22'}, {'項次': '12', '病床名稱': '嬰兒床', '病床數': '25'}, {'項次': '13', '病床名稱': '血液透析床', '病床數': '30'}, {'項次': '14', '病床名稱': '安寧病床', '病床數': '20'}, {'項次': '15', '病床名稱': '亞急性呼吸照護病床', '病床數': '20'}, {'項次': '16', '病床名稱': '燒傷加護病床', '病床數': '4'}, {'項次': '17', '病床名稱': '骨髓移植病床', '病床數': '2'}, {'項次': '18', '病床名稱': '手術台', '病床數': '19'}, {'項次': '19', '病床名稱': '產台', '病床數': '3'}, {'項次': '20', '病床名稱': '精神科日間照護', '病床數': '23'}, {'項次': '21', '病床名稱': '(門診)診療室', '病床數': '60'}, {'項次': '22', '病床名稱': '牙醫治療台', '病床數': '95'}",476,6,51,90,0,1288,23,0,104,0,33,0,76,0,1,9,8,5,24,19,,,,,,,,,,
19,1317040039.0,私立醫學院、校附設醫院,臺中市,中山醫學大學附設醫院中興分院,臺中市南區復興路2段11號,否,是,否,否,本院,醫院,,林傳朝,否,否,否,"家庭醫學科, 內科, 外科, 兒科, 精神科, 復健科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '99'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '其它觀察病床', '病床數': '7'}, {'項次': '4', '病床名稱': '血液透析床', '病床數': '42'}, {'項次': '5', '病床名稱': '(門診)診療室', '病床數': '8'}",13,2,0,8,0,79,8,0,4,0,16,0,3,0,0,1,5,0,1,1,,,,,,,,,,
20,,醫療財團法人醫院,臺中市,醫療財團法人正德癌症醫療基金會佛教正德醫院,臺中市南屯區文心南五路三段100號,否,否,否,否,本院,醫院,04-23692368,林剛民,否,否,否,"家庭醫學科, 內科, 泌尿科, 復健科, 放射診斷科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '60'}, {'項次': '2', '病床名稱': '安寧病床', '病床數': '0'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '7'}",6,2,0,5,0,42,7,0,4,0,9,0,5,0,0,2,6,0,0,1,,,,,,,,,,
21,1117010019.0,醫療財團法人醫院,臺中市,仁愛醫療財團法人台中仁愛醫院,臺中市中區柳川里柳川東路三段三十六號,否,是,否,否,本院,綜合醫院,04 22255450,侯堅,否,否,否,"家庭醫學科, 內科, 外科, 骨科, 精神科, 復健科, 放射診斷科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '70'}, {'項次': '2', '病床名稱': '加護病床', '病床數': '4'}, {'項次': '3', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '4', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '5', '病床名稱': '血液透析床', '病床數': '0'}, {'項次': '6', '病床名稱': '慢性呼吸照護病床', '病床數': '13'}, {'項次': '7', '病床名稱': '手術台', '病床數': '1'}, {'項次': '8', '病床名稱': '(門診)診療室', '病床數': '10'}",10,0,0,4,0,53,4,0,2,0,4,0,2,0,0,0,1,0,3,1,地區醫院,47543.0,1065.0,0.0,18.0,醫院評鑑合格（地區醫院）,,,,-%
22,1136090519.0,醫療財團法人醫院,臺中市,佛教慈濟醫療財團法人台中慈濟醫院,臺中市潭子區豐興路一段66、88號,是,是,是,是,本院,綜合醫院,04-36060666,簡守信,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 臨床病理科, 核子醫學科, 急診醫學科, 整形外科, 職業醫學科, 西醫一般科, 牙醫一般科, 牙髓病科, 牙周病科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '499'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '50'}, {'項次': '3', '病床名稱': '慢性一般病床', '病床數': '360'}, {'項次': '4', '病床名稱': '負壓隔離病床', '病床數': '1'}, {'項次': '5', '病床名稱': '加護病床', '病床數': '55'}, {'項次': '6', '病床名稱': '急診觀察床', '病床數': '22'}, {'項次': '7', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '8', '病床名稱': '嬰兒病床', '病床數': '5'}, {'項次': '9', '病床名稱': '手術恢復床', '病床數': '10'}, {'項次': '10', '病床名稱': '嬰兒床', '病床數': '6'}, {'項次': '11', '病床名稱': '血液透析床', '病床數': '88'}, {'項次': '12', '病床名稱': '安寧病床', '病床數': '12'}, {'項次': '13', '病床名稱': '亞急性呼吸照護病床', '病床數': '12'}, {'項次': '14', '病床名稱': '骨髓移植病床', '病床數': '2'}, {'項次': '15', '病床名稱': '手術台', '病床數': '19'}, {'項次': '16', '病床名稱': '產台', '病床數': '2'}, {'項次': '17', '病床名稱': '(門診)診療室', '病床數': '95'}, {'項次': '18', '病床名稱': '牙醫治療台', '病床數': '10'}",206,38,9,60,0,788,13,0,45,0,15,0,46,0,0,7,5,4,17,13,,,,,,,,,,
23,1136200015.0,醫療財團法人醫院,臺中市,仁愛醫療財團法人大里仁愛醫院,臺中市大里區東榮路４８３號,是,是,是,是,本院,綜合醫院,04-24819900,郭振華,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 核子醫學科, 急診醫學科, 整形外科, 西醫一般科, 牙醫一般科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '488'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '0'}, {'項次': '3', '病床名稱': '慢性一般病床', '病床數': '0'}, {'項次': '4', '病床名稱': '負壓隔離病床', '病床數': '2'}, {'項次': '5', '病床名稱': '加護病床', '病床數': '40'}, {'項次': '6', '病床名稱': '急診觀察床', '病床數': '13'}, {'項次': '7', '病床名稱': '其它觀察病床', '病床數': '4'}, {'項次': '8', '病床名稱': '嬰兒病床', '病床數': '10'}, {'項次': '9', '病床名稱': '手術恢復床', '病床數': '8'}, {'項次': '10', '病床名稱': '嬰兒床', '病床數': '9'}, {'項次': '11', '病床名稱': '血液透析床', '病床數': '60'}, {'項次': '12', '病床名稱': '亞急性呼吸照護病床', '病床數': '10'}, {'項次': '13', '病床名稱': '手術台', '病床數': '13'}, {'項次': '14', '病床名稱': '產台', '病床數': '2'}, {'項次': '15', '病床名稱': '牙科治療室', '病床數': '10'}, {'項次': '16', '病床名稱': '(門診)診療室', '病床數': '26'}",106,3,6,37,0,524,4,0,45,0,9,0,37,0,1,2,2,2,5,8,,,,,,,,,,
24,1136200015.0,醫療財團法人醫院,臺中市,仁愛醫療財團法人大里仁愛醫院,臺中市大里區東榮路４８３號,是,是,是,是,泉生醫療大樓,綜合醫院,04-24819900,郭振華,否,是,否,,"{'項次': '1', '病床名稱': '(門診)診療室', '病床數': '10'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
25,1317050017.0,私立醫學院、校附設醫院,臺中市,中國醫藥大學附設醫院,臺中市北區育德路二號,是,是,是,是,本院,綜合醫院,04 22052121,周德陽,否,是,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 皮膚科, 精神科, 復健科, 麻醉科, 放射診斷科, 放射腫瘤科, 解剖病理科, 臨床病理科, 核子醫學科, 急診醫學科, 整形外科, 職業醫學科, 西醫一般科, 牙醫一般科, 家庭牙醫科, 牙髓病科, 牙周病科, 兒童牙科, 齒顎矯正科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '1341'}, {'項次': '2', '病床名稱': '精神急性一般病床', '病床數': '45'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '157'}, {'項次': '4', '病床名稱': '急診觀察床', '病床數': '50'}, {'項次': '5', '病床名稱': '手術恢復床', '病床數': '36'}, {'項次': '6', '病床名稱': '血液透析床', '病床數': '135'}, {'項次': '7', '病床名稱': '安寧病床', '病床數': '18'}, {'項次': '8', '病床名稱': '亞急性呼吸照護病床', '病床數': '58'}, {'項次': '9', '病床名稱': '燒傷加護病床', '病床數': '10'}, {'項次': '10', '病床名稱': '骨髓移植病床', '病床數': '2'}, {'項次': '11', '病床名稱': '手術台', '病床數': '55'}, {'項次': '12', '病床名稱': '產台', '病床數': '3'}, {'項次': '13', '病床名稱': '精神科日間照護', '病床數': '30'}, {'項次': '14', '病床名稱': '(門診)診療室', '病床數': '179'}, {'項次': '15', '病床名稱': '牙醫治療台', '病床數': '39'}, {'項次': '16', '病床名稱': '整合醫學急診後送病床', '病床數': '100'}",859,63,50,188,0,2589,14,0,158,0,24,0,121,0,0,11,7,5,37,23,,,,,,,,,,
26,1336010015.0,私立醫學院、校附設醫院,臺中市,中國醫藥大學附設醫院豐原分院,臺中市豐原區中正路199號,否,否,否,否,本院,醫院,04-25222538,周立偉,否,否,否,"家庭醫學科, 內科, 外科, 神經科, 泌尿科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '43'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '3', '病床名稱': '手術台', '病床數': '2'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '9'}",7,0,0,4,0,29,2,0,3,0,1,2,3,0,0,0,1,0,1,0,,,,,,,,,,
27,1417030017.0,公益法人附設醫院,臺中市,財團法人台灣省私立台中仁愛之家附設靜和醫院,臺中市西區吉龍里南屯路1段158號,否,是,否,否,本院,精神科醫院,04 23711129,詹永騰,否,否,否,精神科,"{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '50'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '300'}, {'項次': '3', '病床名稱': '精神科日間照護', '病床數': '0'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '6'}",6,0,0,11,0,73,9,0,2,0,0,0,0,0,0,4,0,0,0,2,,,,,,,,,,
28,1436020013.0,公益法人附設醫院,臺中市,東勢區農會附設農民醫院,臺中市東勢區豐勢路２９７號,否,否,是,是,本院,醫院,04-25771919,張萬森,否,否,否,"家庭醫學科, 內科, 外科, 骨科, 神經科, 泌尿科, 復健科, 急診醫學科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '54'}, {'項次': '2', '病床名稱': '慢性一般病床', '病床數': '0'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '6'}, {'項次': '4', '病床名稱': '急診觀察床', '病床數': '2'}, {'項次': '5', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '6', '病床名稱': '血液透析床', '病床數': '30'}, {'項次': '7', '病床名稱': '手術台', '病床數': '2'}, {'項次': '8', '病床名稱': '(門診)診療室', '病床數': '10'}",15,0,0,8,0,77,2,0,6,0,3,1,6,0,0,0,0,0,1,1,,,,,,,,,,
29,1503010027.0,私立西醫醫院,臺中市,杏豐醫院,臺中市豐原區三民路106號,否,否,否,否,本院,醫院,(04)25234112,陳明源,否,否,否,"家庭醫學科, 內科, 外科, 骨科, 麻醉科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '38'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '3', '病床名稱': '血液透析床', '病床數': '25'}, {'項次': '4', '病床名稱': '慢性呼吸照護病床', '病床數': '0'}, {'項次': '5', '病床名稱': '手術台', '病床數': '1'}, {'項次': '6', '病床名稱': '(門診)診療室', '病床數': '3'}",7,0,0,4,0,30,0,0,2,0,2,2,2,0,0,0,0,0,0,0,,,,,,,,,,
30,1503010036.0,私立西醫醫院,臺中市,漢忠醫院,臺中市豐原區中正路218號、212巷1-1號,否,否,否,否,本院,醫院,(04)25222209,劉力仁,否,否,否,"家庭醫學科, 內科, 骨科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '25'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '3', '病床名稱': '手術台', '病床數': '1'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '3'}",5,0,0,3,0,16,3,0,3,0,4,2,2,0,0,0,0,0,0,0,,,,,,,,,,
31,,私立西醫醫院,臺中市,惠盛醫院,臺中市豐原區中正路268號,否,否,否,否,本院,醫院,0425229100,施宜興,否,否,否,"家庭醫學科, 內科, 復健科, 中醫一般科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '20'}, {'項次': '2', '病床名稱': '(門診)診療室', '病床數': '7'}",3,2,0,2,0,16,3,0,2,0,4,1,1,0,0,0,1,0,0,1,,,,,,,,,,
32,1503030010.0,私立西醫醫院,臺中市,順安醫院,臺中市大甲區光明路6號,否,否,否,否,本院,醫院,04-26862328,張堯欽,否,否,否,內科,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '30'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '1'}",3,0,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
33,,私立西醫醫院,臺中市,美德醫院,臺中市大甲區長安路20號,否,否,否,否,本院,精神科醫院,04-23693568,顏銘漢,否,否,否,"家庭醫學科, 精神科","{'項次': '1', '病床名稱': '精神急性一般病床', '病床數': '44'}, {'項次': '2', '病床名稱': '精神慢性一般病床', '病床數': '55'}, {'項次': '3', '病床名稱': '精神科日間照護', '病床數': '20'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '1'}",3,0,0,2,0,28,2,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
34,1503190020.0,私立西醫醫院,臺中市,長安醫院,臺中市太平區永平路1段9號,否,是,是,是,本院,醫院,,呂政翰,否,否,否,"家庭醫學科, 內科, 外科, 兒科, 婦產科, 骨科, 神經科, 神經外科, 泌尿科, 耳鼻喉科, 眼科, 復健科, 麻醉科, 放射診斷科, 急診醫學科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '99'}, {'項次': '2', '病床名稱': '負壓隔離病床', '病床數': '1'}, {'項次': '3', '病床名稱': '加護病床', '病床數': '24'}, {'項次': '4', '病床名稱': '急診觀察床', '病床數': '14'}, {'項次': '5', '病床名稱': '手術恢復床', '病床數': '3'}, {'項次': '6', '病床名稱': '血液透析床', '病床數': '45'}, {'項次': '7', '病床名稱': '手術台', '病床數': '6'}, {'項次': '8', '病床名稱': '(門診)診療室', '病床數': '32'}",66,0,0,17,0,215,8,0,17,1,9,1,24,0,0,1,3,1,3,4,,,,,,,,,,
35,1517080091.0,私立西醫醫院,臺中市,全民醫院,臺中市北屯區中清路二段516號,否,否,否,否,本院,醫院,04 22916666,張武松,否,否,否,"家庭醫學科, 內科, 外科, 復健科","{'項次': '1', '病床名稱': '急性一般病床', '病床數': '33'}, {'項次': '2', '病床名稱': '急診觀察床', '病床數': '0'}, {'項次': '3', '病床名稱': '(門診)診療室', '病床數': '2'}",6,0,0,2,2,15,1,0,3,0,1,0,3,0,0,0,1,0,1,1,,,,,,,,,,
36,1517081141.0,私立西醫醫院,臺中市,博愛外科醫院,臺中市北屯區文心路三段四三一號,否,否,否,否,本院,醫院,04-22954722,曾振橿,否,否,否,外科,"{'項次': '1', '病床名稱': '急性一般病床', '病床數': '20'}, {'項次': '2', '病床名稱': '手術恢復床', '病床數': '1'}, {'項次': '3', '病床名稱': '手術台', '病床數': '1'}, {'項次': '4', '病床名稱': '(門診)診療室', '病床數': '2'}",2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
